District,within_school_10k_n,within_school_5k_n,total_pop,with_elec_access,mean_mlab_mean,weighted_mean_mlab_mean,mean_mlab_percentile90,weighted_mlab_percentile90,mean_mlab_mlab_percentile10,weighted_mlab_percentile10,mean_ookla_median_d_kbps,weighted_ookla_median_d_kbps,mean_ookla_mean_d_kbps,weighted_ookla_mean_d_kbps,mean_ookla_median_u_kbpss,weighted_ookla_median_u_kbps,mean_ookla_mean_u_kbps,weighted_ookla_mean_u_kbps,mean_rwi,weighted_mean_rwi,proportion_within_school_10k_n,proportion_within_school_5k_n,proportion_with_elec_access,prop_english_illiterate,prop_did_not_used_internet,prop_illiterate_internet,prop_illiterate_no_internet,prop_literate_nointernet,prop_literate_internet,prop_illit_eng_literate_local,prop_lit_local_usedict,prop_lit_local_not_usedict,proportion_used_internet_census,percentage_3_14_years_currently_enrolled,electric_census_use,proportion_owns_laptop,proportion_owns_smartphone
Ekumfi,42680.2855796814,26157.08300113678,42716.33118057251,41144.42398071289,3.616749102521273,3.61445108439474,8.886167692501287,8.914307511704813,0.09457091512622114,0.09404299247545896,14849.364640883978,13508.420678484825,14849.364640883978,13508.420678484825,8846.699815837937,8265.230325171791,8846.699815837937,8265.230325171791,0.09836387354205034,0.09424058619524628,0.999156163465005,0.6123438572138677,0.9632012591808323,0.409034908,0.433880903,0.076386037,0.332648871,0.101232033,0.48973306,0.032032854,0.351540041,0.074332649,0.5699630524077858,91.56757374799909,90.68,0.026874729085392284,0.5075443267901005
Ellembelle,48740.52704715729,41142.203850746155,50061.26965236664,48499.42744350433,2.914385138523712,2.904856296972377,7.6614484148927655,7.616263741039414,0.0914213432150523,0.09225507912982975,8001.370642201835,7290.002895317017,7737.7476452599385,7121.310292105068,4419.1073394495415,4298.210603750195,5085.162996941896,5032.767950941866,0.03949264705882353,0.05160127002608891,0.9736174768562444,0.8218370036645917,0.9688013863869618,0.344215963,0.319267128,0.106812202,0.237403762,0.081863366,0.57392067,0.034791931,0.341097359,0.044829939,0.6840432480915658,90.52940313829008,87.34,0.03334275769954471,0.6133020054401341
Fanteakwa North,20875.89921092987,17414.220406532288,61426.95528924465,24803.117249011993,1.507786768047937,1.5052574938531715,3.8198842086829106,3.8118694691442467,0.12617835496882876,0.1261942519091612,16366.624916275954,14456.431232960367,16366.624916275954,14456.431232960367,4970.742129939718,4267.52944991577,4970.742129939718,4267.52944991577,-0.24958303432137285,-0.20920097355711717,0.33984916088759926,0.2834947674768014,0.4037822993540885,0.365372766,0.359005956,0.089340727,0.276032039,0.082973917,0.551653317,0.03142329,0.337235572,0.043746149,0.633220755296285,87.78004073319755,78.17,0.031214819363422373,0.5761129874117286
Fanteakwa South,32338.908762454987,16904.084600925446,43139.8989341259,35080.19237160683,1.9609485440870507,2.0310262843811313,5.255858849687816,5.47792051349536,0.12333015221977452,0.12288970109810736,15194.064585575888,15715.215359017213,15536.709518683685,16169.292002423384,5326.183530678149,5223.901221325634,5687.121546465733,5599.92505405562,-0.08974587387387388,-0.07265232976528323,0.7496287557797969,0.39184339830600384,0.8131727991568514,0.244397012,0.25208111,0.073425827,0.170971185,0.081109925,0.674493063,0.033297759,0.472998933,0.04909285,0.7554787842821415,94.45555478932488,89.81,0.035458437539739734,0.6766351574753083
Ga Central Municipal,120974.48706054688,120333.8024597168,120974.48706054688,120974.48706054688,4.126752238615508,4.174119980168161,9.96392653639109,10.082882759593957,0.06327212804989903,0.06391862860093359,17860.43607510058,18933.858681567548,21768.739929547184,22874.417684451706,8588.762405006706,9006.210316983545,11178.03417427206,11696.662600435267,1.370406236030398,1.3688573437451794,1,0.9947039692715587,1,0.112806672,0.102183467,0.063946849,0.048859822,0.053323644,0.83386968400000006,0.030381674,0.415516108,0.016159729,0.8977675474771457,97.04397170212235,98.28,0.11123611403487582,0.8060226868803296
Ga East Municipal,61485.690415382385,61485.690415382385,61485.690415382385,61485.690415382385,3.9949326883860716,4.026773669640095,11.214636484208503,11.228738908465518,0.06376946330415459,0.06433492852150224,24097.940100430416,24009.772951056453,29314.249501912567,28905.188565684814,14328.256814921091,14273.57646937537,18195.252998211232,18185.430544057584,1.192302606408417,1.2014997773882177,1,1,1,0.097269076,0.084096386,0.054698795,0.042570281,0.041526104,0.861204819,0.023253012,0.448514056,0.013092369,0.9125309055062893,96.76647642873897,95.72,0.15088298584257326,0.8194837928920341
Ga North Municipal,40969.23759841919,40969.23759841919,40969.23759841919,40969.23759841919,3.074939979845997,3.335354265658672,7.413719627559552,8.211709211383361,0.04506377743765159,0.04961743070667197,21686.256613756614,22472.938600877238,23648.59937350862,24301.697105428004,18307.042857142857,18863.41424329024,20056.62750313326,20578.512198499426,1.276351851851852,1.2781902873475903,1,1,1,0.11172995,0.09618365,0.061749322,0.049980628,0.046203022,0.842067028,0.019953506,0.373062766,0.011090663,0.9050567845677875,97.41528354080222,96.99,0.11792375059403155,0.803838656179383
Ga South Municipal,121579.02564144135,103422.0558385849,123784.21045589447,121120.33506011963,1.8458997704210385,1.8228996545240352,8.204550676698414,8.115669328996255,0.022369149850991803,0.02272654317521782,10922.786944869831,10698.27136877052,12127.991853878426,12000.543939241843,7529.191807044411,7909.793006169515,8297.099936981833,8674.820360043825,0.8767216510037258,0.9059203800623602,0.9821852495861024,0.8355028113657129,0.9784796834267969,0.189488428,0.191756153,0.07129994,0.118188488,0.073567665,0.736943907,0.023811112,0.326485693,0.017107984,0.8063467399350455,94.14153846153846,93.18,0.07153003314416043,0.7120059219344986
Ga West Municipal,51540.922335624695,46685.698736190796,51540.922335624695,51261.498534202576,1.6436697405499554,1.642953769903386,3.556651941914645,3.5548376422942534,0.02166880549728115,0.02165745798737238,10539.612866817155,10136.694291764159,11536.50239797198,11200.885523593959,8033.86230248307,7675.392393489637,8604.079526914855,8277.897218113785,0.5023957236017056,0.4842176358020874,1,0.9057986667794261,0.9945786030059267,0.156386848,0.143657686,0.076783196,0.079603652,0.064054034,0.779559118,0.025161434,0.341238032,0.01855563,0.8540544962370229,96.62003746788868,96.21,0.060512538299074874,0.7419237290656513
Garu,6470.914603233337,5601.471202850342,8531.94640827179,7048.195813179016,0.861856581916019,0.861856581916019,2.1904336141592027,2.1904336141592027,0.020420848329558514,0.020420848329558514,26853.085561497326,28092.251873027984,26853.085561497326,28092.251873027984,26019.4385026738,27308.667580286066,26019.4385026738,27308.667580286066,-0.3085653333333333,-0.29079767650636823,0.7584335734879598,0.6565291124449247,0.8260947122623431,0.619245471,0.63071298,0.06930364,0.549941831,0.080771148,0.29998338,0.001329566,0.015788599,0.00116337,0.3798361062825925,77.66484775273878,37,0.02715007035841404,0.33129707805645225
Gomoa Central,48388.791900634766,41927.47291183472,49661.43608665466,49638.878887176514,4.548541942106763,4.578090484452506,13.645389436821091,13.667450594079906,0.102717132601235,0.10461649302025972,19183.711660329533,19935.752239020272,19573.34157160963,20321.599238501585,14532.208491761723,15375.622786286483,14733.624660510592,15553.085083670358,0.052692597517730505,0.08420620072970213,0.974373592745098,0.8442662197419163,0.9995457803628798,0.281205774,0.285734503,0.069346165,0.211859609,0.073874894,0.644919332,0.034248514,0.423719219,0.052787999,0.7090318554449266,95.2341824157765,93.62,0.039684565852551555,0.6194224604998156
Gomoa East,89726.39666938782,78346.87486457825,90067.54266357422,87024.93925476074,2.567839488231393,2.60893897494357,10.840525532100115,10.92887667395678,0.03333345194253483,0.03345591198371169,10992.439705107952,10682.363116859917,11470.999166490872,11080.862535375963,8827.73328067404,8909.344008432477,9436.223816125948,9471.408906826247,0.3542048007723363,0.337338435759455,0.9962123315003645,0.8698680184628138,0.9662186474857164,0.188079521,0.177815088,0.075323387,0.112756134,0.065058954,0.746861526,0.023467013,0.323310566,0.02300912,0.823897770857859,96.12365778011667,96.83,0.0532829529487715,0.7163141305586147
Gomoa West,96928.92195415497,71115.99519062042,97339.672955513,96122.14375019073,4.256973562829593,4.29694761805408,13.2654974657717,13.337236573819245,0.08604097821019514,0.08807696484924778,20995.37639553429,22168.71610206507,20995.37639553429,22168.71610206507,8838.782296650717,8909.672118536817,8838.782296650717,8909.672118536817,0.1341945773524721,0.16245737964234255,0.9957802303122001,0.7305962002062865,0.9874919529894177,0.392866866,0.395407932,0.081677103,0.311189763,0.084218169,0.522914965,0.032307832,0.32698067,0.049823033,0.6026028836400522,90.05186721991701,89.77,0.029877916244022605,0.5470765106506303
Guan,57154.18944168091,56658.38244628906,57319.99164199829,56558.4092502594,3.4661023171937106,3.4661023171937106,9.415542872196747,9.415542872196747,0.04540874228404885,0.04540874228404885,12618.053995680346,12141.292671365714,12618.053995680346,12141.292671365714,5867.691144708423,5474.6578713428635,5867.691144708423,5474.6578713428635,-0.13888598402323893,-0.1210977697541281,0.997107428044426,0.9884576187686589,0.9867134943686754,0.269586179,0.258738449,0.098834873,0.170751306,0.087987143,0.642426677,0.071916432,0.40498192,0.045399759,0.7507180711193818,92.85813726855075,84.38,0.02249281928880618,0.6810550588616044
Gushegu Municipal,25968.45498585701,22354.435792922974,62353.28323459625,32320.944603443146,1.426773708806432,1.4458536103181394,3.134412525592841,3.166295121821467,0.09608560328112487,0.09864115701398843,17173.46015936255,19219.265131551198,17597.41741367862,19573.03136669487,5535.017928286853,5774.6925518152375,5534.515438247012,5772.869155612783,-0.3003427453226422,-0.2031327350756706,0.4164729367682856,0.3585125695597659,0.5183519283473771,0.807019087,0.745712024,0.086639106,0.720379981,0.025332043,0.16764887,0.00809218,0.099481045,0.014161316,0.24132519769256394,35.07124352331606,45.02,0.012203461154068698,0.20609121035190153
Ho Municipal,166022.0133075714,159592.90971660614,166120.7521095276,165617.21691417694,3.4661023171937106,3.4661023171937106,9.415542872196747,9.415542872196747,0.04540874228404885,0.04540874228404885,14763.521998913633,13927.76281706437,16571.55227707744,15968.000562816567,6358.222976643129,6037.994126917561,7724.832523234506,7512.228533912921,0.38542839673913043,0.41851582513553026,0.9994056203050954,0.9607042328545594,0.9969688603683985,0.174846241,0.150746831,0.084222417,0.090623823,0.060123007,0.765030752,0.05717334,0.653884775,0.047445714,0.846189123988541,95.24439562634181,93.51,0.1195846107453385,0.7698019801980198
Ho West,54660.03338050842,48483.83898639679,57579.37538814545,52386.05378437042,3.4482281205608616,3.4587525645545654,9.36642419990009,9.395345595711591,0.04615480138232637,0.04571551690106557,12410.287760416666,11860.881255340126,12415.013020833334,11867.133689247235,5718.988932291667,5269.857407586658,5716.919053819444,5267.118557829791,-0.11299690156599553,-0.10031085700535043,0.9492988246580031,0.8420348199257948,0.9098058711341243,0.299340297,0.277899945,0.10568994,0.193650357,0.084249588,0.616410115,0.082462892,0.536008796,0.064321056,0.7252485472721765,91.90582334912231,86.77,0.033089146539616095,0.6658450607254001
Hohoe Municipal,131700.25659751892,128473.50422668457,131846.84639930725,130917.73861122131,3.4661023171937106,3.4661023171937106,9.415542872196747,9.415542872196747,0.04540874228404885,0.04540874228404885,9508.406909788868,9327.331961060261,9881.829526551504,9761.65180301841,7730.53934740883,7029.059212179775,8450.25575815739,8038.534876682366,0.018372633942893807,0.020517036324710296,0.9988881812057577,0.9744146920101048,0.9929531284709529,0.265135489,0.219401632,0.117255969,0.14787952,0.071522111,0.6633424,0.07786844,0.531882744,0.044525033,0.7906617847308379,94.05898921876518,93.52,0.06622890630516133,0.7086573667806457
Jaman North,49140.76519870758,43528.75060462952,49372.54080104828,44396.90800476074,5.250114577551494,5.159436125570117,14.402755019846193,14.094287352306377,0.2593401431017913,0.2488266350916346,31003.577881619938,30094.07467409089,30851.85358255452,29924.25736571131,24520.89719626168,24436.901721624694,24910.964174454828,24861.059313963982,-0.17269105372978613,-0.16657114473338036,0.9953055767724278,0.881638860354242,0.8992226708295739,0.324704217,0.318232379,0.091212458,0.233491759,0.084740621,0.590555162,0.015572859,0.431590656,0.061988068,0.6828109488015884,93.13163352446017,88.51,0.04063253439228478,0.6051623883137144
Jaman South,40785.8193731308,27198.918003082275,45622.22656536102,42374.334577560425,6.977709860711753,6.9777098607117525,20.27964501746849,20.27964501746849,0.45964227057463897,0.45964227057463897,31753.139307228917,31907.63569134447,31753.139307228917,31907.63569134447,21764.9375,22160.89442880344,21764.9375,22160.89442880344,-0.013070367573011093,-0.002438485593321523,0.8939901106031879,0.5961769087292472,0.9288089987640678,0.339970187,0.316758944,0.102747019,0.237223169,0.079535775,0.580494037,0.03407155,0.428236797,0.057389267,0.6761052676586283,93.3722317140002,89.15,0.031383615529331284,0.6135411322045493
Jasikan Municipal,14856.95082950592,13259.363421440125,14921.779629707336,14151.148837089539,3.4661023171937106,3.4661023171937106,9.415542872196747,9.415542872196747,0.04540874228404885,0.04540874228404885,20172.105263157893,20551.616911295656,20172.105263157893,20551.616911295656,11072.537280701754,11942.56655181443,11072.537280701754,11942.56655181443,-0.1492637648809524,-0.14000061670965044,0.9956554243655796,0.8885912907494253,0.9483553026688873,0.335481351,0.309705136,0.098418278,0.237063074,0.072642062,0.591876587,0.05955868,0.352079672,0.030658075,0.690688290676595,88.27509842519684,76.46,0.04029161224927389,0.6262061168398276
Jirapa Municipal,12424.417630195618,9001.435813903809,14405.768829345703,12033.889633178711,1.929547079395862,1.929547079395862,4.443536795693313,4.443536795693313,0.3250111364514794,0.3250111364514794,22614.12254901961,22365.44062511173,24088.179738562092,24468.5087818567,6666.843137254902,6780.813159991217,6691.18545751634,6824.396206781897,-0.23205442732648615,-0.21307978919461784,0.862461266550806,0.6248493864185273,0.8353521270357133,0.571813285,0.586175943,0.073865094,0.497948192,0.088227751,0.339958964,0.006283662,0.20428315,0.048858682,0.4083972412373256,75.93685452935969,61.67,0.03743115960677338,0.37144217406968966
Jomoro Municipal,89176.20568180084,65054.7208776474,122500.15487575531,113755.0034532547,2.8916095735131746,2.8916095735131746,7.553449297551709,7.553449297551709,0.09341411499390229,0.09341411499390227,11399.052483598874,10877.55210119623,11467.350515463917,10994.075247365592,11598.254451733834,12330.207131570894,11765.567478912839,12525.436737486127,0.0063042763157894754,0.011908553828487751,0.7279681056097196,0.5310582745273145,0.9286110990523212,0.380178488,0.34485674,0.113668389,0.266510099,0.078346642,0.541474871,0.036918741,0.32296853,0.039361202,0.656613263785395,89.62128410479163,88.76,0.029536140089418777,0.5825353949329359
Juaben Municipal,25714.950053453445,12632.552407503128,40871.610866189,37653.707660079,6.3776432692741025,6.3776432692741025,20.736293075352968,20.736293075352968,0.062220630073415745,0.062220630073415745,13368.112291350531,13074.520250994328,13409.161355589276,13112.232734972571,9630.344081942338,9565.287263710521,9719.822711178553,9645.507757839943,-0.10556026808295398,-0.11796095590822787,0.6291640947953463,0.30907889705794284,0.9212680112696021,0.291803879,0.293084523,0.086169045,0.205634834,0.087449689,0.620746432,0.032930845,0.437065496,0.068605928,0.7021292244327584,95.36518338442025,86.41,0.027341595263486927,0.6254918545213842
Juaboso,13047.101593017578,8205.079394221306,21967.266629695892,20824.52221763134,4.337912336944468,4.14198127981508,12.499016664016972,11.921522850685767,0.29222846693190385,0.27980267926052166,19117.507102272728,19269.588585790196,19168.30085227273,19318.98459291288,10198.62215909091,10454.303741865531,10482.32840909091,10730.202960681829,-0.2275074976122254,-0.21472551116145644,0.5939337748730279,0.3735138983167563,0.9479796721491165,0.417963598,0.379847006,0.098390926,0.319572672,0.060274334,0.521762068,0.024531786,0.28040095,0.034159852,0.6248231919309424,88.57835731891548,77.65,0.022869380147262947,0.5720649860536439
Kadjebi,28487.08360004425,21276.70098400116,28832.98259830475,26011.380601882935,3.4661023171937106,3.466102317193711,9.415542872196747,9.415542872196747,0.04540874228404885,0.04540874228404885,19306.81347150259,20020.618245138612,19628.709844559584,20303.926245024973,15104.272020725388,16145.39963656561,14919.002590673575,15976.730030569563,-0.15788246527777777,-0.12951234056943153,0.9880033570206908,0.7379292416751965,0.9021397808290665,0.408789788,0.354176765,0.125222168,0.28356762,0.070609145,0.520601066,0.061076103,0.282921312,0.025367588,0.6481493370999326,90.43654261925572,76.25,0.024878816089371127,0.581859330358576
Karaga,40122.625839710236,30930.296067476273,62713.920481681824,40013.54987740517,1.5635922980997832,1.5437524687263435,3.4668033590701413,3.4080927241965817,0.15016252481255665,0.13869940855380491,10467.61690821256,11179.130183935376,10467.61690821256,11179.130183935376,2871.7391304347825,2644.758541901394,2871.7391304347825,2644.758541901394,-0.3393367143993636,-0.27418290371382076,0.6397722472386286,0.49319665920919004,0.6380329848632692,0.81574968,0.756891939,0.095847389,0.719902291,0.036989648,0.147260672,0.01326044,0.081307433,0.020588577,0.23505906474987767,39.64570798475442,74.45,0.012313893613551109,0.20049395372678766
Kasena Nankana Municipal,15939.429346084595,13495.726558685303,17058.612544059753,13773.429549217224,1.929547079395862,1.9295470793958622,4.443536795693313,4.443536795693313,0.3250111364514794,0.3250111364514794,14795.0175879397,15150.542573589222,14858.069723618091,15206.895161335726,10558.476130653265,11595.087219369501,10543.850125628142,11582.065235611575,-0.07329838568935428,-0.051584067599764256,0.9343918976361951,0.7911385831542824,0.8074179253232108,0.390425285,0.404601441,0.059028585,0.3313967,0.073204741,0.536369974,0.007785266,0.229026261,0.015338136,0.5985106358260627,91.62525521013907,61.1,0.07207500261393868,0.5355089048177795
Kasena Nankana West,14369.105788230896,13716.129185676575,16575.152382850647,12753.856784820557,1.929547079395862,1.929547079395862,4.443536795693313,4.443536795693313,0.3250111364514794,0.3250111364514794,9976.416129032257,8847.618307650393,11310.573978494624,10098.70592410862,5579.529032258065,5166.215238892283,5569.466021505376,5162.553160236282,-0.16179918300653595,-0.14521047694873615,0.8669064064290462,0.8275114984685065,0.7694563820732192,0.494591424,0.485468526,0.093835527,0.400755897,0.084712629,0.420695947,0.011208132,0.176853903,0.031408836,0.5170317249980513,89.44378788456406,42.39,0.026944162964117755,0.45021695637487985
Keta Municipal,43713.323477745056,42925.55986690521,43990.62227535248,34410.02002239227,0.9867817655089997,0.9865588575040216,1.3191541386311219,1.3170473695278353,0.054402816388743204,0.05430208744748532,23593.130149812732,22869.919499456308,23598.242509363296,22875.245639836714,14260.844569288389,13832.774486339813,14241.038077403246,13812.139756880673,0.17656748273697426,0.18093321937766688,0.9936964111152665,0.9757888760522487,0.7822126226587133,0.33125634,0.351108535,0.081727286,0.249529054,0.101579481,0.567164179,0.047239531,0.502970584,0.089986958,0.6486646455897214,90.51462649735232,81.63,0.043380973004186515,0.5967518406236466
Ketu North Municipal,37687.22421169281,33168.28482341766,37885.4604139328,37885.4604139328,0.9860469348653143,0.9860469348653143,1.3122090381336422,1.3122090381336422,0.05407075692434847,0.05407075692434847,12057.010452961673,12567.009659696705,12064.739256678282,12571.828354638545,10666.207317073171,10983.323386225673,10671.294657375145,10986.59480019446,-0.05536469221835075,-0.032908575717300145,0.9947674859939913,0.8754884977250971,1,0.428224583,0.41466869,0.093677289,0.334547294,0.080121396,0.491654021,0.059989884,0.447445625,0.072129489,0.5836512868260988,88.53251318101934,78.06,0.02710279427987329,0.5324110151909239
Ketu South Municipal,67187.78059577942,67159.65339660645,67187.78059577942,64404.86399078369,0.9860469348653143,0.9860469348653143,1.3122090381336422,1.3122090381336422,0.05407075692434847,0.05407075692434847,8848.086886993604,8125.489254422836,10193.851794598437,9602.983170690266,7605.58262260128,7730.973707818126,8159.556272210377,8401.162181905538,0.4530476190476191,0.4604791032284623,1,0.9995813643653123,0.9585800188617848,0.436770337,0.377136453,0.140375455,0.296394882,0.080741571,0.482488092,0.086578874,0.447184085,0.069767442,0.6210789006515415,85.91890150070367,83.12,0.02646132111421959,0.5506919723768716
Kintampo North Municipal,78137.56920611858,46208.861537098885,173785.68058514595,39295.3071641922,3.311226903797216,3.3166598212807545,8.801329205869317,8.818089759183351,0.06939796117736789,0.06930462551493265,39938.53573841373,38059.58729207083,39936.32653245057,38063.102180703005,20984.51479529793,21479.43716748026,20955.30712065937,21396.436293359526,-0.46345860779859926,-0.36720533386671944,0.4496202963502234,0.2658956789852369,0.22611360747262224,0.502744896,0.489963973,0.082775776,0.41996912,0.069994853,0.42726025,0.010036027,0.1875965,0.0206725,0.5127895648875364,76.21415274406768,77.14,0.03831265679825507,0.46675230401834594
Kintampo South,52815.383222818375,37531.19282758236,68536.82802689075,33376.901802539825,3.370865880291407,3.371695702351389,8.90233263332286,8.919326449120078,0.06944268268292879,0.06983752041015003,24369.750417710944,24324.665858453784,24101.128195488724,24158.54849346592,13052.355889724311,14637.831831021509,12888.12731829574,14536.272037063483,-0.3435457243874363,-0.28441237037438094,0.7706131833544442,0.5476062127190482,0.48699221664364506,0.497553018,0.500951604,0.076264274,0.421288744,0.07966286,0.422784122,0.016992931,0.226209897,0.039287656,0.5056641235907687,83.88781142771893,68.05,0.019882229747188337,0.45982076074687556
Komenda Edina Eguafo Abirem Municipal,93864.34840583801,85470.22283172607,101820.58399772644,95224.82587432861,3.6547371665395696,3.666512278311214,10.681032396664747,10.724130041015684,0.03563514970455694,0.03622787131748472,15965.486855409505,16757.162832570317,15837.486935040019,16569.248938298937,10928.400910010112,11489.868761270485,11150.466181105716,11777.09530955597,0.2184745108135942,0.24364966177613503,0.9218602439751663,0.8394198842312135,0.9352217610189203,0.323802817,0.333098592,0.074295775,0.249507042,0.083591549,0.592605634,0.023239437,0.372253521,0.048873239,0.6572119303966492,92.74907749077491,92.97,0.04361453911674585,0.5780086020296292
Korle Klottey Municipal,139438.00750160217,139438.00750160217,139438.00750160217,137233.21290779114,2.5156815561142003,2.499029478881195,8.249787340328252,8.181122576408642,0.0249367915066796,0.024597044655681063,26798.364790286974,27500.449434056438,27879.417600185916,27858.88832084705,21415.360927152316,22397.958696569644,22479.036622776115,23204.14047922396,1.0730805739514349,1.0404324380980907,1,1,0.9841879941250186,0.134750586,0.103113492,0.064780716,0.069969869,0.033143622,0.832105792,0.027452293,0.412453967,0.00987613,0.8922051676047634,95.71830054554472,96.58,0.1284051241795133,0.8240275249277638
Kpandai,24342.566205263138,18237.86318397522,107853.82084989548,47685.2837934494,1.509842577094788,1.519456379701866,3.3257645739174886,3.3550812252870754,0.10143332099581104,0.10126360518587853,24059.132799325464,20902.27565375249,24059.132799325464,20902.27565375249,18004.163996627318,14554.432286041552,18004.163996627318,14554.432286041552,-0.3540171568627451,-0.28826291281930866,0.22569961836717561,0.1690979794712845,0.44212883157672217,0.641341885,0.634533794,0.084755797,0.556586088,0.077947706,0.280710409,0.006314751,0.037691169,0.006512087,0.3651890213343029,66.98250728862973,77.59,0.020263165652853254,0.32329674433230804
Kpando Municipal,37405.02935600281,35353.01015949249,37735.75875759125,37062.69435882568,3.4661023171937106,3.4661023171937106,9.415542872196747,9.415542872196747,0.04540874228404885,0.04540874228404885,24325.99175257732,23671.523318791234,24650.58762886598,24071.422797723444,11992.037113402062,11187.491304242078,12608.423367697595,11909.828353819335,0.13126741573033707,0.13914282755955995,0.9912356498854841,0.93685701105402,0.9821637507519266,0.263168201,0.244762091,0.086156256,0.177011944,0.067750147,0.669081653,0.055414137,0.525553162,0.049148228,0.7497999882919976,92.072556264696,89.17,0.03916326809374207,0.6836888012956857
Kpone Katamanso Municipal,114616.6600919962,112446.04250204563,114616.6600919962,114354.9764944315,4.594353615153694,4.004869721580971,13.373655463948058,11.569296137961016,0.10553369498933364,0.09201133748755096,11678.638963360143,11348.284799575345,12846.509732739458,12463.795919899698,8052.268990169794,7690.022013599191,9275.665120595817,8898.196190292876,0.5809509606791778,0.6268061287579633,1,0.9810619364740839,0.9977168799251814,0.130311615,0.133711048,0.062322946,0.067988669,0.06572238,0.803966006,0.022889518,0.323739377,0.016402266,0.8676900667656627,95.92848883428489,94.32,0.06958535009465082,0.7648239041476326
Krachi East Municipal,53683.70994281769,43943.933000564575,84479.4056301117,55315.76504802704,3.4260545619056706,3.43604366840335,9.290924035929192,9.322007696377579,0.04654724624815682,0.04626326934948402,10635.770386266095,9709.107295089501,11888.8830472103,12034.992123061551,7962.314592274678,7981.873726016969,7989.358583690987,8038.411931356194,-0.18010662209487424,-0.11521127072893804,0.635465052605469,0.5201733212112145,0.6547840226317878,0.558131795,0.547370757,0.087308631,0.470823164,0.076547593,0.365320612,0.016197027,0.148879521,0.014976703,0.45561468628415547,75.2676243829386,70.81,0.028643620589419078,0.4176579759402531
Krachi Nchumuru,29661.264617919922,15640.56859254837,63886.39566850662,33614.74843502045,1.5208951643361197,1.5089479783951287,3.3625331605430255,3.3253564349580333,0.10070837240341635,0.10104801487415965,39014.328440366975,40145.8054124218,39014.328440366975,40145.8054124218,9744.720183486239,9415.523954103619,9744.720183486239,9415.523954103619,-0.38989506589521056,-0.38211977295340255,0.4642813905455886,0.244818453582889,0.5261644217564013,0.60404226,0.616597765,0.06997397,0.53406829,0.082529475,0.313428265,0.009952534,0.106415557,0.019139489,0.39685772475996506,72.15532253881211,60.93,0.021224139779183193,0.35911060747591994
Krachi West Municipal,25892.783024787903,21501.733224868774,50848.42244338989,26416.666034698486,3.367230876022247,3.412247183684744,9.107879088040447,9.247958846159573,0.04821952473368085,0.04693977149021847,36167.15069967707,33732.593319352054,36167.15069967707,33732.593319352054,18057.268030139934,18802.49289995011,18057.268030139934,18802.49289995011,-0.262845498783455,-0.2167158063411987,0.5092150706074435,0.42285939645043835,0.5195179076422372,0.504592423,0.4898584,0.096823574,0.407768848,0.082089552,0.413318025,0.011863758,0.17757367,0.027554535,0.5097053592142913,76.4873129123974,63.65,0.026892738380635682,0.46581857551620137
Krowor Municipal,113861.01879024506,113861.01879024506,113861.01879024506,111791.47119045258,3.4534168627803896,3.4538430387256276,8.250243006034012,8.2513453166186,0.14282685241527035,0.1428761332226023,20156.14946325351,17865.280241514174,22728.518619046106,20726.898800412815,14501.718001651529,13100.406523367967,16690.07339608735,15300.848236799813,1.314852473742399,1.2949332959220567,1,1,0.9818239146129106,0.102446725,0.092738753,0.052722968,0.049723757,0.043014996,0.854538279,0.020836622,0.438437253,0.014364641,0.9062876017459006,97.49299993488312,98.12,0.13923951083323502,0.8199362982187095
Kumasi Metropolitan Area (KMA),798374.4689495564,798374.4689495564,798374.4689495564,798374.4689495564,6.3776432692741025,6.3776432692741025,20.736293075352968,20.736293075352968,0.062220630073415745,0.062220630073415745,20852.437973047814,20460.2028527512,24245.955650572574,23888.077113484014,18397.76758353332,17462.377763140175,20165.92086975494,19360.931863366044,1.2742765829795089,1.3110773076904372,1,1,1,0.143054631,0.120910348,0.072909733,0.070144898,0.05076545,0.806179919,0.022733091,0.600686089,0.035379653,0.878674144119448,97.63158413693822,96.41,0.09815309649039657,0.7910736839947838
Kumbungu,37303.30879330635,18840.29580307007,51461.75138306618,39440.33721804619,1.4739883124326414,1.472871595482708,3.2156277537165265,3.2126177647983187,0.10320863780124925,0.10266493053943676,13052.712660731948,12582.881941642863,13057.551434223542,12587.458258449915,5414.596933728982,4442.928512094789,5432.862017804155,4460.20289193106,-0.2798989988221437,-0.2607602245722459,0.7248744512333338,0.3661028880037221,0.7664009902123985,0.685242031,0.631641086,0.111924439,0.573317591,0.058323495,0.256434475,0.019834711,0.187603306,0.039905549,0.3674650885359407,66.8180284906199,85.41,0.02440878575939744,0.30621505929685855
Kwabre East,40457.77722668648,38935.217630147934,40466.43822693825,40466.43822693825,6.3776432692741025,6.3776432692741025,20.736293075352968,20.736293075352968,0.062220630073415745,0.062220630073415745,17358.854401805867,16088.147197204164,17837.23826991293,16707.819353389907,13623.709367945823,13043.695324951635,13983.447307320219,13379.234183871273,0.8652635816403311,0.9531840577902071,0.999785970778965,0.9621607271635043,1,0.184715914,0.164594788,0.084827476,0.099888437,0.064706351,0.750577735,0.033907084,0.572754801,0.048091481,0.8346052542716282,97.48673522092314,94.26,0.054985916835836784,0.730858616155316
